Campaign_ID,Company,Campaign_Type,Target_Audience,Gender,Age,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
727,Innovate Industries,Email,Men 18-24,Men,18-24,30 days,Instagram,0.05,10227,4.06,Chicago,Spanish,477,9097,1,Outdoor Adventurers,28/12/21
728,Alpha Innovations,Search,Women 25-34,Women,25-34,45 days,Email,0.06,5376,4.8,Miami,English,351,3864,7,Outdoor Adventurers,29/12/21
729,TechCorp,Display,Men 18-24,Men,18-24,15 days,Instagram,0.13,18790,3.51,Houston,French,504,4228,1,Health & Wellness,30/12/21
730,NexGen Systems,Search,All Ages,All,All Ages,45 days,Google Ads,0.14,11628,6.56,Chicago,Mandarin,868,3838,9,Health & Wellness,31/12/21
731,NexGen Systems,Email,Women 25-34,Women,25-34,15 days,Google Ads,0.06,18335,3.53,Los Angeles,German,448,9779,3,Tech Enthusiasts,01/01/21
732,NexGen Systems,Influencer,Men 18-24,Men,18-24,15 days,Facebook,0.12,14594,6.78,Los Angeles,French,381,3706,7,Foodies,01/02/21
733,NexGen Systems,Influencer,Women 25-34,Women,25-34,60 days,Website,0.08,15973,6.81,Chicago,English,556,2878,1,Outdoor Adventurers,01/03/21
734,TechCorp,Social Media,Women 35-44,Women,35-44,15 days,Instagram,0.1,15101,2.91,Los Angeles,English,497,4385,3,Health & Wellness,01/04/21
735,NexGen Systems,Email,Men 25-34,Men,25-34,30 days,Website,0.08,10122,6.02,Miami,French,418,3665,1,Fashionistas,01/05/21
736,DataTech Solutions,Display,Women 25-34,Women,25-34,60 days,Website,0.15,7802,4.18,New York,French,621,7180,1,Foodies,01/06/21
737,Alpha Innovations,Influencer,Women 35-44,Women,35-44,45 days,Facebook,0.04,13662,4.87,Miami,English,705,4721,10,Foodies,01/07/21
738,NexGen Systems,Search,Men 18-24,Men,18-24,60 days,Instagram,0.12,19207,4.88,Houston,English,284,6664,8,Fashionistas,01/08/21
739,Alpha Innovations,Influencer,Men 25-34,Men,25-34,15 days,Email,0.04,9328,5.67,Houston,Mandarin,241,1268,1,Foodies,01/09/21
740,Alpha Innovations,Email,Men 25-34,Men,25-34,15 days,Facebook,0.13,9558,5.06,New York,Mandarin,360,4728,8,Fashionistas,01/10/21
741,DataTech Solutions,Display,Men 18-24,Men,18-24,30 days,Instagram,0.12,10631,5.28,Houston,French,293,9534,10,Fashionistas,01/11/21
742,Alpha Innovations,Email,Men 18-24,Men,18-24,15 days,Google Ads,0.04,19902,7.65,Chicago,German,464,9991,3,Outdoor Adventurers,01/12/21
743,TechCorp,Search,All Ages,All,All Ages,60 days,Facebook,0.06,7086,6.02,Los Angeles,French,624,5869,9,Health & Wellness,13/01/21
744,DataTech Solutions,Social Media,Women 35-44,Women,35-44,60 days,Website,0.11,11332,2.34,Chicago,Mandarin,968,9725,5,Fashionistas,14/01/21
745,Alpha Innovations,Influencer,Men 25-34,Men,25-34,30 days,Instagram,0.09,15817,2.5,New York,Mandarin,617,5480,6,Foodies,15/01/21
746,TechCorp,Influencer,Men 25-34,Men,25-34,60 days,Instagram,0.06,17001,7.95,Miami,Spanish,377,1655,6,Tech Enthusiasts,16/01/21
747,Innovate Industries,Influencer,Women 25-34,Women,25-34,45 days,Facebook,0.05,13659,4.55,Houston,French,328,6789,7,Outdoor Adventurers,17/01/21
748,Alpha Innovations,Influencer,Men 18-24,Men,18-24,60 days,YouTube,0.13,18557,6.85,Houston,French,194,9701,5,Tech Enthusiasts,18/01/21
749,TechCorp,Display,Women 25-34,Women,25-34,15 days,YouTube,0.05,5875,5.01,Miami,German,776,9382,8,Fashionistas,19/01/21
750,DataTech Solutions,Display,Men 18-24,Men,18-24,45 days,Google Ads,0.15,10556,3.51,Chicago,English,761,2186,7,Health & Wellness,20/01/21
751,Innovate Industries,Search,All Ages,All,All Ages,60 days,Instagram,0.09,11526,6.19,Los Angeles,French,289,5038,7,Fashionistas,21/01/21
752,Alpha Innovations,Display,Men 18-24,Men,18-24,45 days,YouTube,0.05,13264,5.73,Chicago,French,364,4288,3,Tech Enthusiasts,22/01/21
753,TechCorp,Influencer,Women 35-44,Women,35-44,45 days,Facebook,0.02,18963,6.72,Miami,French,452,6828,7,Tech Enthusiasts,23/01/21
754,NexGen Systems,Social Media,Men 18-24,Men,18-24,60 days,Email,0.05,12159,5.39,Miami,French,344,7327,5,Tech Enthusiasts,24/01/21
755,TechCorp,Influencer,Women 35-44,Women,35-44,60 days,Email,0.09,15039,3.66,New York,Spanish,679,6655,3,Tech Enthusiasts,25/01/21
756,Alpha Innovations,Social Media,Women 35-44,Women,35-44,45 days,YouTube,0.04,7113,4.29,Los Angeles,Spanish,268,4346,4,Foodies,26/01/21
757,DataTech Solutions,Display,Women 25-34,Women,25-34,60 days,Email,0.12,13504,2.01,New York,German,561,4474,7,Health & Wellness,27/01/21
758,DataTech Solutions,Influencer,Women 35-44,Women,35-44,15 days,YouTube,0.03,5475,5.65,Chicago,German,265,7782,3,Health & Wellness,28/01/21
759,Innovate Industries,Email,All Ages,All,All Ages,45 days,Website,0.04,12252,7.84,Chicago,French,816,4036,10,Outdoor Adventurers,29/01/21
760,Innovate Industries,Display,Women 35-44,Women,35-44,15 days,Email,0.14,5708,6.73,Chicago,French,606,1545,10,Outdoor Adventurers,30/01/21
761,Alpha Innovations,Email,Women 35-44,Women,35-44,30 days,YouTube,0.12,11148,3.2,Houston,French,602,1014,1,Foodies,31/01/21
762,Innovate Industries,Display,All Ages,All,All Ages,30 days,Google Ads,0.07,13061,2.54,New York,French,452,3613,9,Foodies,02/01/21
763,DataTech Solutions,Search,All Ages,All,All Ages,45 days,YouTube,0.12,10573,2.78,Miami,French,217,3794,8,Fashionistas,02/02/21
764,Innovate Industries,Influencer,All Ages,All,All Ages,15 days,Instagram,0.06,9575,3.52,Miami,English,162,4208,2,Outdoor Adventurers,02/03/21
765,NexGen Systems,Influencer,Men 25-34,Men,25-34,45 days,Email,0.09,8008,5.33,Miami,German,623,3711,8,Foodies,02/04/21
766,DataTech Solutions,Email,All Ages,All,All Ages,60 days,Facebook,0.03,16287,6.86,Miami,English,372,9861,8,Fashionistas,02/05/21
767,DataTech Solutions,Display,Men 18-24,Men,18-24,30 days,Google Ads,0.13,11570,5.99,Chicago,Mandarin,502,2301,7,Health & Wellness,02/06/21
768,Innovate Industries,Influencer,All Ages,All,All Ages,15 days,YouTube,0.03,8166,4.48,Miami,English,300,9023,3,Tech Enthusiasts,02/07/21
769,Innovate Industries,Influencer,Men 25-34,Men,25-34,45 days,Email,0.06,13683,4.27,New York,French,434,4834,1,Outdoor Adventurers,02/08/21
770,NexGen Systems,Influencer,Men 18-24,Men,18-24,30 days,YouTube,0.09,15917,7.26,Houston,Spanish,502,1773,2,Foodies,02/09/21
771,NexGen Systems,Search,Women 35-44,Women,35-44,15 days,YouTube,0.08,8459,3.25,New York,French,332,7047,2,Tech Enthusiasts,02/10/21
772,Alpha Innovations,Email,Women 35-44,Women,35-44,45 days,Instagram,0.06,16990,7.18,Miami,Spanish,802,9908,5,Outdoor Adventurers,02/11/21
773,Alpha Innovations,Social Media,All Ages,All,All Ages,45 days,YouTube,0.1,19156,5.65,Houston,English,236,3195,3,Foodies,02/12/21
774,NexGen Systems,Influencer,Women 25-34,Women,25-34,15 days,YouTube,0.11,5478,4.12,Miami,German,826,5368,6,Health & Wellness,13/02/21
775,Alpha Innovations,Display,Women 35-44,Women,35-44,60 days,YouTube,0.11,14132,5.76,Chicago,German,146,2864,7,Health & Wellness,14/02/21
776,DataTech Solutions,Search,Women 35-44,Women,35-44,15 days,Instagram,0.1,5217,6.34,Houston,French,398,7812,6,Foodies,15/02/21
777,NexGen Systems,Social Media,All Ages,All,All Ages,30 days,Website,0.11,11990,2.63,Miami,German,382,5589,2,Foodies,16/02/21
778,TechCorp,Social Media,Women 35-44,Women,35-44,45 days,Instagram,0.04,5156,3.19,Los Angeles,Mandarin,492,7687,4,Tech Enthusiasts,17/02/21
779,DataTech Solutions,Email,Women 35-44,Women,35-44,15 days,Website,0.05,14399,3.59,Chicago,Spanish,619,8791,1,Foodies,18/02/21
780,Innovate Industries,Display,Women 35-44,Women,35-44,60 days,YouTube,0.06,6232,3.09,Miami,English,660,5207,4,Health & Wellness,19/02/21
781,NexGen Systems,Display,Women 25-34,Women,25-34,15 days,YouTube,0.02,6782,7.29,Houston,French,268,5821,3,Health & Wellness,20/02/21
782,Alpha Innovations,Display,All Ages,All,All Ages,15 days,Email,0.08,5587,7.87,New York,Spanish,891,4082,7,Outdoor Adventurers,21/02/21
783,Innovate Industries,Display,Women 25-34,Women,25-34,60 days,YouTube,0.14,19025,6.36,Miami,Mandarin,599,1174,7,Health & Wellness,22/02/21
784,DataTech Solutions,Search,Women 25-34,Women,25-34,30 days,Instagram,0.02,18273,7.36,New York,English,630,8961,6,Tech Enthusiasts,23/02/21
785,Alpha Innovations,Influencer,Women 35-44,Women,35-44,45 days,Google Ads,0.12,6966,2.33,New York,English,942,9262,5,Fashionistas,24/02/21
786,Innovate Industries,Influencer,Men 25-34,Men,25-34,30 days,YouTube,0.14,18318,6.26,Los Angeles,German,266,9860,8,Tech Enthusiasts,25/02/21
787,TechCorp,Display,All Ages,All,All Ages,60 days,Email,0.05,10627,5.76,Houston,Mandarin,663,4217,2,Outdoor Adventurers,26/02/21
788,Innovate Industries,Social Media,Men 18-24,Men,18-24,60 days,Instagram,0.07,7471,4.19,Miami,German,423,5776,3,Health & Wellness,27/02/21
789,Innovate Industries,Search,Women 25-34,Women,25-34,45 days,Email,0.07,5973,6.88,Houston,German,287,8737,9,Health & Wellness,28/02/21
790,DataTech Solutions,Search,Men 25-34,Men,25-34,45 days,YouTube,0.05,13069,4.31,Los Angeles,Mandarin,675,4947,7,Health & Wellness,03/01/21
791,Alpha Innovations,Social Media,Women 25-34,Women,25-34,30 days,Website,0.1,17626,7.38,Miami,English,302,6973,2,Health & Wellness,03/02/21
792,NexGen Systems,Email,Men 18-24,Men,18-24,30 days,Google Ads,0.14,14320,7.82,Houston,Spanish,129,2025,10,Health & Wellness,03/03/21
793,NexGen Systems,Social Media,All Ages,All,All Ages,15 days,Facebook,0.06,13065,5.69,Houston,Mandarin,978,1617,5,Outdoor Adventurers,03/04/21
794,Innovate Industries,Display,All Ages,All,All Ages,60 days,Website,0.12,8877,2.96,Chicago,Mandarin,389,3772,8,Foodies,03/05/21
795,Alpha Innovations,Search,All Ages,All,All Ages,60 days,Facebook,0.13,10485,5.43,Houston,Mandarin,826,2286,6,Foodies,03/06/21
796,NexGen Systems,Display,All Ages,All,All Ages,30 days,Facebook,0.13,8079,6.95,Miami,Spanish,912,5938,7,Tech Enthusiasts,03/07/21
797,DataTech Solutions,Influencer,Women 35-44,Women,35-44,30 days,Website,0.12,10897,4.15,Houston,French,717,7714,8,Health & Wellness,03/08/21
798,DataTech Solutions,Email,Women 35-44,Women,35-44,45 days,Website,0.1,15050,2.64,Los Angeles,Spanish,760,3875,1,Fashionistas,03/09/21
799,DataTech Solutions,Social Media,Women 25-34,Women,25-34,60 days,Google Ads,0.06,15805,4.41,Houston,Spanish,991,2560,8,Tech Enthusiasts,03/10/21
800,TechCorp,Display,All Ages,All,All Ages,30 days,YouTube,0.09,10188,3.12,New York,Mandarin,424,5019,4,Health & Wellness,03/11/21
801,DataTech Solutions,Search,Women 25-34,Women,25-34,15 days,YouTube,0.03,5525,4.49,New York,Spanish,721,5015,4,Foodies,03/12/21
802,TechCorp,Influencer,Men 18-24,Men,18-24,15 days,Facebook,0.13,7717,3.45,Miami,Spanish,818,1522,8,Health & Wellness,13/03/21
803,TechCorp,Display,Women 35-44,Women,35-44,30 days,Instagram,0.06,12548,7.65,New York,English,505,6839,1,Fashionistas,14/03/21
804,NexGen Systems,Display,Women 25-34,Women,25-34,45 days,Instagram,0.07,15640,5.01,Houston,French,525,6399,7,Outdoor Adventurers,15/03/21
805,TechCorp,Social Media,Women 35-44,Women,35-44,60 days,YouTube,0.04,10245,7.82,Chicago,Spanish,252,9223,2,Tech Enthusiasts,16/03/21
806,TechCorp,Display,Women 25-34,Women,25-34,45 days,Google Ads,0.13,10458,2.62,Houston,English,205,8675,7,Outdoor Adventurers,17/03/21
807,DataTech Solutions,Email,Men 18-24,Men,18-24,15 days,Website,0.05,17431,4.14,Houston,German,719,2490,5,Tech Enthusiasts,18/03/21
808,Alpha Innovations,Search,All Ages,All,All Ages,15 days,Instagram,0.06,18644,5.54,Chicago,English,302,9918,7,Outdoor Adventurers,19/03/21
809,NexGen Systems,Search,Women 25-34,Women,25-34,15 days,Instagram,0.01,11587,4.27,New York,Spanish,340,9548,9,Tech Enthusiasts,20/03/21
810,TechCorp,Influencer,Men 25-34,Men,25-34,60 days,Facebook,0.05,13552,7.52,Chicago,Mandarin,141,5741,4,Health & Wellness,21/03/21
811,Alpha Innovations,Email,Men 25-34,Men,25-34,15 days,Email,0.08,10807,4.55,Los Angeles,German,556,9389,8,Tech Enthusiasts,22/03/21
812,DataTech Solutions,Search,Women 35-44,Women,35-44,15 days,Website,0.04,16282,4.95,Miami,English,166,8707,6,Fashionistas,23/03/21
813,DataTech Solutions,Email,All Ages,All,All Ages,45 days,Website,0.01,9713,3.34,New York,English,192,3133,1,Tech Enthusiasts,24/03/21
814,Alpha Innovations,Email,Men 25-34,Men,25-34,60 days,Facebook,0.02,13065,2.79,Los Angeles,English,651,4440,7,Foodies,25/03/21
815,DataTech Solutions,Search,All Ages,All,All Ages,60 days,Email,0.09,19999,2.65,Los Angeles,Mandarin,718,8349,3,Foodies,26/03/21
816,Innovate Industries,Search,Men 25-34,Men,25-34,15 days,Facebook,0.12,9660,7.54,Miami,English,788,3668,10,Outdoor Adventurers,27/03/21
817,Innovate Industries,Social Media,Women 25-34,Women,25-34,30 days,Website,0.07,9700,6.06,Los Angeles,English,450,9965,1,Health & Wellness,28/03/21
818,TechCorp,Influencer,Men 25-34,Men,25-34,45 days,Instagram,0.14,15827,7.6,Los Angeles,French,900,1021,6,Foodies,29/03/21
819,Alpha Innovations,Social Media,All Ages,All,All Ages,45 days,YouTube,0.11,13237,6.06,Houston,Mandarin,282,3918,5,Health & Wellness,30/03/21
820,Innovate Industries,Search,Men 18-24,Men,18-24,30 days,Instagram,0.09,15538,7.74,Los Angeles,English,677,5175,5,Health & Wellness,31/03/21
821,Alpha Innovations,Influencer,Women 35-44,Women,35-44,30 days,Email,0.14,9437,4.75,Los Angeles,German,268,8855,1,Fashionistas,04/01/21
822,NexGen Systems,Display,Men 25-34,Men,25-34,30 days,Google Ads,0.12,14540,2.36,Houston,German,738,8562,2,Health & Wellness,04/02/21
823,TechCorp,Influencer,Men 18-24,Men,18-24,30 days,Facebook,0.08,13142,2.79,Los Angeles,Spanish,768,3518,6,Foodies,04/03/21
824,Alpha Innovations,Social Media,Women 35-44,Women,35-44,15 days,Google Ads,0.14,9497,4.26,Miami,French,492,1074,9,Tech Enthusiasts,04/04/21
825,TechCorp,Influencer,All Ages,All,All Ages,45 days,Website,0.08,7355,5.06,Miami,French,432,9726,7,Fashionistas,04/05/21
826,TechCorp,Social Media,Men 25-34,Men,25-34,45 days,Google Ads,0.07,10174,7.67,Los Angeles,German,901,2192,5,Outdoor Adventurers,04/06/21
827,Innovate Industries,Influencer,All Ages,All,All Ages,45 days,Google Ads,0.12,9860,4.67,Los Angeles,Spanish,259,9252,4,Health & Wellness,04/07/21
828,TechCorp,Email,All Ages,All,All Ages,45 days,Website,0.09,6078,3.86,Miami,German,581,3091,7,Foodies,04/08/21
829,Alpha Innovations,Influencer,Women 25-34,Women,25-34,30 days,Email,0.12,17577,7.7,Miami,English,326,7858,5,Foodies,04/09/21
830,Alpha Innovations,Display,Women 35-44,Women,35-44,30 days,YouTube,0.05,14444,6.57,Chicago,German,490,1983,3,Outdoor Adventurers,04/10/21
831,Alpha Innovations,Email,Women 25-34,Women,25-34,30 days,Email,0.03,11195,7.02,Chicago,Spanish,188,3931,10,Fashionistas,04/11/21
832,NexGen Systems,Influencer,Men 18-24,Men,18-24,30 days,Google Ads,0.08,11898,3.24,Chicago,Mandarin,431,9379,2,Outdoor Adventurers,04/12/21
833,Alpha Innovations,Search,Men 18-24,Men,18-24,15 days,Instagram,0.08,7071,7.7,Houston,German,633,8139,7,Tech Enthusiasts,13/04/21
834,Innovate Industries,Influencer,Men 25-34,Men,25-34,30 days,YouTube,0.03,13411,7.44,Los Angeles,English,531,9941,5,Foodies,14/04/21
835,NexGen Systems,Display,Men 25-34,Men,25-34,60 days,Instagram,0.04,10620,4.7,Houston,French,745,6527,4,Foodies,15/04/21
836,DataTech Solutions,Email,Men 25-34,Men,25-34,60 days,Email,0.03,6633,6.05,Miami,German,876,2847,5,Fashionistas,16/04/21
837,Alpha Innovations,Social Media,Men 25-34,Men,25-34,60 days,Google Ads,0.15,16501,5.58,Houston,German,294,2752,1,Foodies,17/04/21
838,Alpha Innovations,Display,Women 35-44,Women,35-44,30 days,Google Ads,0.11,6034,6.63,Miami,German,739,9752,6,Fashionistas,18/04/21
839,Innovate Industries,Email,Men 18-24,Men,18-24,15 days,Email,0.03,19280,3.51,Miami,English,695,2349,3,Tech Enthusiasts,19/04/21
840,Alpha Innovations,Social Media,Women 35-44,Women,35-44,30 days,Website,0.12,8545,2.02,Miami,French,183,1872,8,Foodies,20/04/21
841,Innovate Industries,Influencer,Men 25-34,Men,25-34,30 days,Email,0.06,12901,5.44,New York,French,371,9404,1,Outdoor Adventurers,21/04/21
842,Alpha Innovations,Email,Women 25-34,Women,25-34,15 days,Google Ads,0.03,5594,2.96,Chicago,Mandarin,422,2749,2,Fashionistas,22/04/21
843,Alpha Innovations,Influencer,Women 35-44,Women,35-44,45 days,Facebook,0.1,17730,2.46,Chicago,French,408,1024,5,Health & Wellness,23/04/21
844,TechCorp,Search,Men 25-34,Men,25-34,30 days,Instagram,0.03,9168,2.89,Miami,Spanish,306,9997,10,Outdoor Adventurers,24/04/21
845,Alpha Innovations,Email,Women 35-44,Women,35-44,45 days,Email,0.09,14492,6.68,Los Angeles,English,330,7555,9,Tech Enthusiasts,25/04/21
846,Innovate Industries,Email,Men 25-34,Men,25-34,15 days,Email,0.15,10251,5.52,Chicago,Spanish,201,8342,6,Health & Wellness,26/04/21
847,DataTech Solutions,Influencer,Women 25-34,Women,25-34,45 days,Google Ads,0.07,6043,2.8,Miami,French,241,8376,6,Tech Enthusiasts,27/04/21
848,NexGen Systems,Search,Women 35-44,Women,35-44,15 days,YouTube,0.01,5765,2.7,Houston,Spanish,645,7700,8,Tech Enthusiasts,28/04/21
849,Innovate Industries,Display,Women 35-44,Women,35-44,60 days,Email,0.1,19703,6.98,Miami,Mandarin,277,9363,10,Fashionistas,29/04/21
850,DataTech Solutions,Search,Men 18-24,Men,18-24,15 days,YouTube,0.03,10639,3.12,Los Angeles,French,677,1818,10,Foodies,30/04/21
851,Alpha Innovations,Display,Men 18-24,Men,18-24,30 days,Facebook,0.04,11290,7.62,Miami,Spanish,898,3077,4,Health & Wellness,05/01/21
852,Innovate Industries,Social Media,Women 25-34,Women,25-34,45 days,Google Ads,0.1,17511,4.4,Houston,French,179,5460,2,Foodies,05/02/21
853,DataTech Solutions,Social Media,Men 18-24,Men,18-24,45 days,Google Ads,0.06,5738,4.72,New York,German,277,2731,3,Outdoor Adventurers,05/03/21
854,Innovate Industries,Influencer,Men 18-24,Men,18-24,45 days,Facebook,0.07,10498,7.65,Chicago,German,863,3783,6,Health & Wellness,05/04/21
855,Innovate Industries,Search,Men 18-24,Men,18-24,45 days,Google Ads,0.06,7266,6.51,New York,French,689,5803,6,Outdoor Adventurers,05/05/21
856,Innovate Industries,Influencer,Women 25-34,Women,25-34,15 days,YouTube,0.14,6405,2.67,Miami,Spanish,434,3524,3,Foodies,05/06/21
857,Innovate Industries,Display,Men 25-34,Men,25-34,45 days,Instagram,0.01,10198,2.78,Miami,English,670,9938,2,Outdoor Adventurers,05/07/21
858,TechCorp,Influencer,Women 25-34,Women,25-34,15 days,YouTube,0.03,12890,7.49,Los Angeles,English,600,5429,1,Foodies,05/08/21
859,DataTech Solutions,Influencer,Women 35-44,Women,35-44,15 days,Email,0.13,16318,5.07,New York,English,153,1163,6,Fashionistas,05/09/21
860,TechCorp,Influencer,Women 25-34,Women,25-34,60 days,Facebook,0.09,11025,4.51,Houston,German,407,1278,2,Foodies,05/10/21
861,NexGen Systems,Influencer,Women 35-44,Women,35-44,45 days,Instagram,0.03,6244,6.57,New York,English,774,1864,4,Foodies,05/11/21
862,TechCorp,Social Media,All Ages,All,All Ages,60 days,Email,0.13,15988,2.08,Miami,French,394,3239,7,Tech Enthusiasts,05/12/21
863,NexGen Systems,Influencer,Women 25-34,Women,25-34,60 days,Website,0.1,12975,2.38,Chicago,Mandarin,227,9318,5,Fashionistas,13/05/21
864,DataTech Solutions,Display,Men 25-34,Men,25-34,60 days,Email,0.06,5351,3.29,Houston,Mandarin,181,8462,1,Fashionistas,14/05/21
865,TechCorp,Social Media,All Ages,All,All Ages,15 days,Website,0.1,8560,5.15,Chicago,Spanish,297,6484,2,Outdoor Adventurers,15/05/21
866,Innovate Industries,Influencer,Men 18-24,Men,18-24,15 days,Google Ads,0.13,17338,5.68,Houston,Spanish,708,5378,2,Fashionistas,16/05/21
867,TechCorp,Search,Women 35-44,Women,35-44,45 days,Facebook,0.13,17534,3.79,Los Angeles,French,375,4267,9,Fashionistas,17/05/21
868,NexGen Systems,Display,All Ages,All,All Ages,30 days,Google Ads,0.09,16803,5.57,Los Angeles,French,371,1743,8,Outdoor Adventurers,18/05/21
869,DataTech Solutions,Social Media,Men 25-34,Men,25-34,60 days,YouTube,0.05,11442,3.09,New York,German,740,9673,5,Health & Wellness,19/05/21
870,TechCorp,Email,Men 18-24,Men,18-24,30 days,Email,0.12,19434,5.26,Los Angeles,English,446,3227,6,Foodies,20/05/21
871,NexGen Systems,Social Media,Men 25-34,Men,25-34,45 days,Facebook,0.08,9447,4.75,Miami,English,430,1845,2,Health & Wellness,21/05/21
872,Innovate Industries,Search,Men 25-34,Men,25-34,60 days,Google Ads,0.1,10746,3.67,Los Angeles,Mandarin,702,3192,6,Outdoor Adventurers,22/05/21
873,Alpha Innovations,Display,Women 25-34,Women,25-34,45 days,Website,0.02,8306,2.56,Chicago,Spanish,189,2951,6,Outdoor Adventurers,23/05/21
874,Innovate Industries,Social Media,Women 35-44,Women,35-44,45 days,Email,0.09,8402,2.04,Los Angeles,French,191,7627,2,Foodies,24/05/21
875,Innovate Industries,Social Media,Men 25-34,Men,25-34,60 days,Facebook,0.1,19203,5.51,Chicago,Mandarin,990,2832,6,Foodies,25/05/21
876,Innovate Industries,Influencer,Women 35-44,Women,35-44,60 days,Instagram,0.02,17746,5.17,Miami,English,921,5396,7,Tech Enthusiasts,26/05/21
877,Alpha Innovations,Display,All Ages,All,All Ages,45 days,Website,0.08,12915,5.32,New York,German,102,9174,4,Fashionistas,27/05/21
878,Innovate Industries,Social Media,Women 35-44,Women,35-44,15 days,Email,0.1,18979,7.73,New York,French,431,3150,4,Outdoor Adventurers,28/05/21
879,Alpha Innovations,Display,Men 18-24,Men,18-24,30 days,Facebook,0.12,13999,6.39,Miami,Mandarin,283,4078,6,Health & Wellness,29/05/21
880,TechCorp,Email,Men 25-34,Men,25-34,45 days,Google Ads,0.11,8784,4.51,Los Angeles,Spanish,235,9709,4,Outdoor Adventurers,30/05/21
881,TechCorp,Search,Men 25-34,Men,25-34,15 days,Google Ads,0.01,7866,5.42,Miami,English,576,5231,3,Fashionistas,31/05/21
882,NexGen Systems,Social Media,Men 25-34,Men,25-34,15 days,Email,0.04,15526,4.89,Chicago,German,599,3563,6,Tech Enthusiasts,06/01/21
883,Alpha Innovations,Email,Women 35-44,Women,35-44,15 days,Instagram,0.02,15335,5.32,New York,Mandarin,990,5409,2,Fashionistas,06/02/21
884,Alpha Innovations,Influencer,Men 25-34,Men,25-34,60 days,Google Ads,0.14,14198,6.31,Miami,Mandarin,268,6734,3,Tech Enthusiasts,06/03/21
885,NexGen Systems,Email,All Ages,All,All Ages,45 days,Email,0.14,15559,3.48,Los Angeles,Spanish,374,9474,7,Outdoor Adventurers,06/04/21
886,TechCorp,Social Media,Men 25-34,Men,25-34,60 days,Facebook,0.07,19309,7.29,Miami,English,281,3554,7,Fashionistas,06/05/21
887,DataTech Solutions,Display,All Ages,All,All Ages,60 days,Facebook,0.02,12792,2.55,Los Angeles,French,202,9619,8,Outdoor Adventurers,06/06/21
888,TechCorp,Email,Women 25-34,Women,25-34,45 days,Website,0.09,5392,3.05,New York,Mandarin,467,1290,9,Outdoor Adventurers,06/07/21
889,DataTech Solutions,Influencer,Men 18-24,Men,18-24,30 days,Website,0.11,10164,6.5,Miami,Mandarin,764,3135,9,Foodies,06/08/21
890,Alpha Innovations,Influencer,Women 25-34,Women,25-34,45 days,YouTube,0.05,17787,2.38,Los Angeles,French,879,7240,10,Fashionistas,06/09/21
891,DataTech Solutions,Email,Men 25-34,Men,25-34,15 days,Facebook,0.05,19142,7.37,Chicago,Mandarin,907,2907,1,Health & Wellness,06/10/21
892,NexGen Systems,Email,Men 25-34,Men,25-34,45 days,Website,0.02,14055,3.7,New York,French,771,9764,7,Fashionistas,06/11/21
893,Alpha Innovations,Display,Men 18-24,Men,18-24,60 days,Instagram,0.08,6282,6.21,Chicago,Spanish,857,1077,9,Tech Enthusiasts,06/12/21
894,Innovate Industries,Display,Men 18-24,Men,18-24,60 days,Email,0.01,17569,5.84,New York,German,367,3392,3,Tech Enthusiasts,13/06/21
895,TechCorp,Display,Women 35-44,Women,35-44,45 days,Google Ads,0.12,15281,7.64,Miami,Spanish,337,9213,3,Outdoor Adventurers,14/06/21
896,NexGen Systems,Search,Men 18-24,Men,18-24,30 days,Instagram,0.03,13728,2.43,New York,French,744,2855,3,Tech Enthusiasts,15/06/21
897,TechCorp,Influencer,Men 18-24,Men,18-24,30 days,Instagram,0.02,15115,5.67,Houston,English,115,4917,2,Outdoor Adventurers,16/06/21
898,NexGen Systems,Email,Men 18-24,Men,18-24,60 days,Website,0.05,13925,3.57,Houston,Spanish,853,4957,7,Outdoor Adventurers,17/06/21
899,TechCorp,Display,Men 18-24,Men,18-24,60 days,Google Ads,0.03,8082,6.59,Houston,German,541,1736,3,Outdoor Adventurers,18/06/21
900,TechCorp,Social Media,Men 18-24,Men,18-24,45 days,Email,0.07,12181,2.16,New York,Spanish,117,7472,2,Tech Enthusiasts,19/06/21
901,Alpha Innovations,Display,Men 25-34,Men,25-34,15 days,YouTube,0.03,17247,5.48,Los Angeles,Spanish,930,2633,6,Fashionistas,20/06/21
902,DataTech Solutions,Display,Men 25-34,Men,25-34,15 days,Google Ads,0.07,15413,4.33,Chicago,Spanish,890,8521,1,Foodies,21/06/21
903,TechCorp,Influencer,Men 25-34,Men,25-34,45 days,Facebook,0.06,8993,3,Los Angeles,Mandarin,762,7552,3,Outdoor Adventurers,22/06/21
904,Alpha Innovations,Display,All Ages,All,All Ages,60 days,Instagram,0.04,10172,3.3,Chicago,German,114,5009,4,Outdoor Adventurers,23/06/21
905,NexGen Systems,Search,Men 18-24,Men,18-24,60 days,YouTube,0.02,18601,7.48,Houston,Spanish,383,2025,7,Foodies,24/06/21
906,DataTech Solutions,Display,Women 25-34,Women,25-34,15 days,Facebook,0.13,9948,2.48,Chicago,English,428,7090,2,Tech Enthusiasts,25/06/21
907,DataTech Solutions,Display,All Ages,All,All Ages,15 days,Instagram,0.05,6998,5.13,Chicago,German,254,9773,8,Fashionistas,26/06/21
908,TechCorp,Influencer,Women 35-44,Women,35-44,15 days,Website,0.12,19086,4.75,Chicago,German,626,3124,9,Fashionistas,27/06/21
